Date,Transaction Description,Amount,Category,Company,Account Type,Expense By Category,Revenue By Category
2021-01-04 00:00:00,Fees: Bank transfer and Direct Debit for last month (20p per transaction),-1.2,Bank Fee,Ajs optical ltd,Current account,-23.2,0
2020-12-29 00:00:00,MRS A KHALIL ref: December Salary,-720,Salary,Ajs optical ltd,Current account,-50660.14,0
2020-12-29 00:00:00,HMRC JRS GRANT ref: HMRC JRS GRANT ref: 120PZ01887731,576,Coronavirus Job Retention Scheme Grant,Ajs optical ltd,Current account,0,11950.71
2020-12-20 00:00:00,ATIF KHALIL ref: Corporation Tax,-4633.15,Unclassified,Ajs optical ltd,Current account,-11316.97,0
2020-12-15 00:00:00,GOCARDLESS ref: GOCARDLESS ref: SAGEACCOUNTI-G7HVM,-118,Sage Business Cloud Subscription,Ajs optical ltd,Current account,-4226,0
2020-12-04 00:00:00,VODAFONE LTD ref: VODAFONE LTD ref: 686846989-1002,-33.04,Office Equipment,Ajs optical ltd,Current account,-1841.64,0
2020-12-02 00:00:00,Fees: Bank transfer and Direct Debit for last month (20p per transaction),-1,Bank Fee,Ajs optical ltd,Current account,-23.2,0
2020-12-02 00:00:00,GOCARDLESS ref: GOCARDLESS ref: SAGEACCOUNTI-G7HVM,-60,Sage Business Cloud Subscription,Ajs optical ltd,Current account,-4226,0
2020-11-30 00:00:00,HMRC JRS GRANT ref: HMRC JRS GRANT ref: 120PZ01887731,576,Coronavirus Job Retention Scheme Grant,Ajs optical ltd,Current account,0,11950.71
2020-11-28 00:00:00,MRS A KHALIL ref: November Salary,-720,Salary,Ajs optical ltd,Current account,-50660.14,0
2020-11-16 00:00:00,GOCARDLESS ref: GOCARDLESS ref: SAGEACCOUNTI-G7HVM,-118,Sage Business Cloud Subscription,Ajs optical ltd,Current account,-4226,0
2020-11-16 00:00:00,"Tesbama Services - 45 London Road, London",-20,Unclassified,Ajs optical ltd,Current account,-11316.97,0
2020-11-04 00:00:00,Fees: Bank transfer and Direct Debit for last month (20p per transaction),-1,Bank Fee,Ajs optical ltd,Current account,-23.2,0
2020-11-04 00:00:00,VODAFONE LTD ref: VODAFONE LTD ref: 686846989-1002,-80.48,Office Equipment,Ajs optical ltd,Current account,-1841.64,0
2020-11-04 00:00:00,HMRC JRS GRANT ref: HMRC JRS GRANT ref: 120PZ01887731,432,Coronavirus Job Retention Scheme Grant,Ajs optical ltd,Current account,0,11950.71
2020-10-31 00:00:00,"Coffee Max - 242 Upper Tooting Road, Tooting",-27.9,Food and Drink,Ajs optical ltd,Current account,-405.8,0
2020-10-28 00:00:00,MRS A KHALIL ref: October Salary,-720,Salary,Ajs optical ltd,Current account,-50660.14,0
2020-10-15 00:00:00,GOCARDLESS ref: GOCARDLESS ref: SAGEACCOUNTI-G7HVM,-118,Sage Business Cloud Subscription,Ajs optical ltd,Current account,-4226,0
2020-10-06 00:00:00,VODAFONE LTD ref: VODAFONE LTD ref: 686846989-1002,-80.48,Office Equipment,Ajs optical ltd,Current account,-1841.64,0
2020-10-05 00:00:00,Fees: Bank transfer and Direct Debit for last month (20p per transaction),-1,Bank Fee,Ajs optical ltd,Current account,-23.2,0
2020-10-02 00:00:00,HMRC JRS GRANT ref: HMRC JRS GRANT ref: 120PZ01887731,504,Coronavirus Job Retention Scheme Grant,Ajs optical ltd,Current account,0,11950.71
2020-10-01 00:00:00,ASSOC OPTOMETRISTS ref: ASSOC OPTOMETRISTS ref: 0000066903,-63,Unclassified,Ajs optical ltd,Current account,-11316.97,0
2020-09-29 00:00:00,MRS A KHALIL ref: SEPTEMBER SALARY,-720,Salary,Ajs optical ltd,Current account,-50660.14,0
2020-09-26 00:00:00,"AYA STREATHAM - 78 STREATHAM HIGH ROAD, LONDON",-67.43,Unclassified,Ajs optical ltd,Current account,-11316.97,0
2020-09-15 00:00:00,GOCARDLESS ref: GOCARDLESS ref: SAGEACCOUNTI-G7HVM,-118,Sage Business Cloud Subscription,Ajs optical ltd,Current account,-4226,0
2020-09-03 00:00:00,Fees: Bank transfer and Direct Debit for last month (20p per transaction),-1.2,Bank Fee,Ajs optical ltd,Current account,-23.2,0
2020-09-03 00:00:00,VODAFONE LTD ref: VODAFONE LTD ref: 686846989-1002,-80.48,Office Equipment,Ajs optical ltd,Current account,-1841.64,0
2020-09-01 00:00:00,ASSOC OPTOMETRISTS ref: ASSOC OPTOMETRISTS ref: 0000066903,-63,Unclassified,Ajs optical ltd,Current account,-11316.97,0
2020-09-01 00:00:00,HMRC JRS GRANT ref: HMRC JRS GRANT ref: 120PZ01887731,576,Coronavirus Job Retention Scheme Grant,Ajs optical ltd,Current account,0,11950.71
2020-08-28 00:00:00,ATIF KHALIL ref: DIVIDEND,-1000,Salary,Ajs optical ltd,Current account,-50660.14,0
2020-08-28 00:00:00,"PREMIER INN44521065    BIRMINGHAM,GBR",-39.5,Unclassified,Ajs optical ltd,Current account,-11316.97,0
2020-08-27 00:00:00,MRS A KHALIL ref: AUGUST SALARY,-720,Salary,Ajs optical ltd,Current account,-50660.14,0
2020-08-22 00:00:00,"AFTERS TOOTING - 41-45 UPPER TOOTING ROAD, SW17 7TR SW17",-24.85,Food and Drink,Ajs optical ltd,Current account,-405.8,0
2020-08-18 00:00:00,"WWW.CHANDA.ORG.UK - 181 LONDON ROAD, INTERNET",-620,Charity,Ajs optical ltd,Current account,-11206,0
2020-08-17 00:00:00,GOCARDLESS ref: GOCARDLESS ref: SAGEACCOUNTI-G7HVM,-118,Sage Business Cloud Subscription,Ajs optical ltd,Current account,-4226,0
2020-08-05 00:00:00,VODAFONE LTD ref: VODAFONE LTD ref: 686846989-1002,-80.48,Office Equipment,Ajs optical ltd,Current account,-1841.64,0
2020-08-04 00:00:00,Fees: Bank transfer and Direct Debit for last month (20p per transaction),-1,Bank Fee,Ajs optical ltd,Current account,-23.2,0
2020-08-03 00:00:00,ASSOC OPTOMETRISTS ref: ASSOC OPTOMETRISTS ref: 0000066903,-63,Unclassified,Ajs optical ltd,Current account,-11316.97,0
2020-08-03 00:00:00,GOCARDLESS ref: GOCARDLESS ref: SAGEACCOUNTI-G7HVM,-45,Sage Business Cloud Subscription,Ajs optical ltd,Current account,-4226,0
2020-07-30 00:00:00,HMRC JRS GRANT ref: HMRC JRS GRANT ref: 120PZ01887731,576,Coronavirus Job Retention Scheme Grant,Ajs optical ltd,Current account,0,11950.71
2020-07-28 00:00:00,MRS A KHALIL ref: JULY SALARY,-720,Salary,Ajs optical ltd,Current account,-50660.14,0
2020-07-15 00:00:00,GOCARDLESS ref: GOCARDLESS ref: SAGEACCOUNTI-G7HVM,-118,Sage Business Cloud Subscription,Ajs optical ltd,Current account,-4226,0
2020-07-09 00:00:00,"J D SPORTS 814 - 166 STREATHAM HIGH ROAD, STREATHAM",-50,Travel,Ajs optical ltd,Current account,-370.85,0
2020-07-06 00:00:00,VODAFONE LTD ref: VODAFONE LTD ref: 686846989-1002,-80.48,Office Equipment,Ajs optical ltd,Current account,-1841.64,0
2020-07-03 00:00:00,Fees: Bank transfer and Direct Debit for last month (20p per transaction),-1.2,Bank Fee,Ajs optical ltd,Current account,-23.2,0
2020-07-01 00:00:00,ASSOC OPTOMETRISTS ref: ASSOC OPTOMETRISTS ref: 0000066903,-63,Unclassified,Ajs optical ltd,Current account,-11316.97,0
2020-06-30 00:00:00,HMRC JRS GRANT ref: HMRC JRS GRANT ref: 120PZ01887731,1152,Coronavirus Job Retention Scheme Grant,Ajs optical ltd,Current account,0,11950.71
2020-06-26 00:00:00,MRS A KHALIL ref: JUNE SALARY,-720,Salary,Ajs optical ltd,Current account,-50660.14,0
2020-06-26 00:00:00,ATIF KHALIL ref: JUNE SALARY,-720,Salary,Ajs optical ltd,Current account,-50660.14,0
2020-06-15 00:00:00,GOCARDLESS ref: GOCARDLESS ref: SAGEACCOUNTI-G7HVM,-118,Sage Business Cloud Subscription,Ajs optical ltd,Current account,-4226,0
2020-06-08 00:00:00,GOCARDLESS ref: GOCARDLESS ref: SAGEACCOUNTI-G7HVM,-75,Sage Business Cloud Subscription,Ajs optical ltd,Current account,-4226,0
2020-06-05 00:00:00,Fees: Bank transfer and Direct Debit for last month (20p per transaction),-1.2,Bank Fee,Ajs optical ltd,Current account,-23.2,0
2020-06-03 00:00:00,VODAFONE LTD ref: VODAFONE LTD ref: 686846989-1002,-80.48,Office Equipment,Ajs optical ltd,Current account,-1841.64,0
2020-05-28 00:00:00,HMRC JRS GRANT ref: HMRC JRS GRANT ref: 120PZ01887731,1155.36,Coronavirus Job Retention Scheme Grant,Ajs optical ltd,Current account,0,11950.71
2020-05-23 00:00:00,"WWW.CHANDA.ORG.UK - 181 LONDON ROAD, INTERNET",-60,Charity,Ajs optical ltd,Current account,-11206,0
2020-05-22 00:00:00,MRS A KHALIL ref: MAY SALARY,-720,Salary,Ajs optical ltd,Current account,-50660.14,0
2020-05-22 00:00:00,ATIF KHALIL ref: MAY SALARY,-720,Salary,Ajs optical ltd,Current account,-50660.14,0
2020-05-15 00:00:00,GOCARDLESS ref: GOCARDLESS ref: SAGEACCOUNTI-G7HVM,-118,Sage Business Cloud Subscription,Ajs optical ltd,Current account,-4226,0
2020-05-14 00:00:00,"notonthehighstreet.com - Lion House, Red Lion Street, Richmond",-25,Unclassified,Ajs optical ltd,Current account,-11316.97,0
2020-05-10 00:00:00,SPECSAVERS FINANCE ref: SPECSAVERS FINANCE ref: SPECSAVERS SEP COM,325,Sales,Ajs optical ltd,Current account,0,65466.8
2020-05-06 00:00:00,"VISTAPR*VistaPrint.uk  080-0028825,NLD",-47.99,Unclassified,Ajs optical ltd,Current account,-11316.97,0
2020-05-06 00:00:00,VODAFONE LTD ref: VODAFONE LTD ref: 686846989-1002,-80.48,Office Equipment,Ajs optical ltd,Current account,-1841.64,0
2020-05-05 00:00:00,"AMZNMktplace           amazon.co.u,GBR",-17.48,Supplies,Ajs optical ltd,Current account,-42.93,0
2020-05-04 00:00:00,Fees: Bank transfer and Direct Debit for last month (20p per transaction),-1.6,Bank Fee,Ajs optical ltd,Current account,-23.2,0
2020-05-02 00:00:00,"WWW.CHANDA.ORG.UK      INTERNET,GBR",-1800,Charity,Ajs optical ltd,Current account,-11206,0
2020-04-30 00:00:00,"WWW.HOBBYCRAFT.CO.UK   CHRISTCHURC,GBR",-25.45,Supplies,Ajs optical ltd,Current account,-42.93,0
2020-04-29 00:00:00,"WWW.MKUK.CO.UK         SURREY,GBR",-480,Unclassified,Ajs optical ltd,Current account,-11316.97,0
2020-04-28 00:00:00,HMRC JRS GRANT ref: HMRC JRS GRANT ref: 120PZ01887731,1579.35,Coronavirus Job Retention Scheme Grant,Ajs optical ltd,Current account,0,11950.71
2020-04-28 00:00:00,MRS A KHALIL ref: APRIL SALARY,-720,Salary,Ajs optical ltd,Current account,-50660.14,0
2020-04-28 00:00:00,ATIF KHALIL ref: APRIL SALARY,-720,Salary,Ajs optical ltd,Current account,-50660.14,0
2020-04-23 00:00:00,SPECSAVERS FINANCE ref: SPECSAVERS FINANCE ref: SPECSAVERS SEP COM,300,Sales,Ajs optical ltd,Current account,0,65466.8
2020-04-21 00:00:00,"WWW.STINKYINK.COM - UNIT 9, BRIDGNORTH",-34.13,Unclassified,Ajs optical ltd,Current account,-11316.97,0
2020-04-15 00:00:00,GOCARDLESS ref: GOCARDLESS ref: SAGEACCOUNTI-G7HVM,-118,Sage Business Cloud Subscription,Ajs optical ltd,Current account,-4226,0
2020-04-07 00:00:00,ASSOC OPTOMETRISTS ref: ASSOC OPTOMETRISTS ref: 0000066903,-63,Unclassified,Ajs optical ltd,Current account,-11316.97,0
2020-04-06 00:00:00,Fees: Bank transfer and Direct Debit for last month (20p per transaction),-1.8,Bank Fee,Ajs optical ltd,Current account,-23.2,0
2020-04-03 00:00:00,VODAFONE LTD ref: VODAFONE LTD ref: 686846989-1002,-78.55,Office Equipment,Ajs optical ltd,Current account,-1841.64,0
2020-04-02 00:00:00,SPECSAVERS FINANCE ref: SPECSAVERS FINANCE ref: SPECSAVERS SEP COM,634.6,Sales,Ajs optical ltd,Current account,0,65466.8
2020-03-25 00:00:00,MRS A KHALIL ref: MARCH SALARY,-720,Salary,Ajs optical ltd,Current account,-50660.14,0
2020-03-25 00:00:00,ATIF KHALIL ref: MARCH SALARY,-855,Salary,Ajs optical ltd,Current account,-50660.14,0
2020-03-20 00:00:00,GOCARDLESS ref: GOCARDLESS ref: SAGEACCOUNTI-G7HVM,-25,Sage Business Cloud Subscription,Ajs optical ltd,Current account,-4226,0
2020-03-19 00:00:00,SPECSAVERS FINANCE ref: SPECSAVERS FINANCE ref: SPECSAVERS SEP COM,1191.9,Sales,Ajs optical ltd,Current account,0,65466.8
2020-03-16 00:00:00,"TM Lewin & Sons        London,GBR",-84.95,Unclassified,Ajs optical ltd,Current account,-11316.97,0
2020-03-16 00:00:00,GOCARDLESS ref: GOCARDLESS ref: SAGEACCOUNTI-G7HVM,-118,Sage Business Cloud Subscription,Ajs optical ltd,Current account,-4226,0
2020-03-13 00:00:00,SPECSAVERS FINANCE ref: SPECSAVERS FINANCE ref: SPECSAVERS SEP COM,911.1,Sales,Ajs optical ltd,Current account,0,65466.8
2020-03-10 00:00:00,"WWW.OPTICAL.ORG        LONDON  W1G,GBR",-360,Optical Instrument Supplies,Ajs optical ltd,Current account,-1491.02,0
2020-03-05 00:00:00,ATIF KHALIL ref: ATIF KHALIL ref: DIVIDEND,-1000,Salary,Ajs optical ltd,Current account,-50660.14,0
2020-03-05 00:00:00,VODAFONE LTD ref: 686846989-1002,-78.55,Office Equipment,Ajs optical ltd,Current account,-1841.64,0
2020-03-02 00:00:00,ASSOC OPTOMETRISTS ref: ASSOC OPTOMETRISTS ref: 0000066903,-63,Unclassified,Ajs optical ltd,Current account,-11316.97,0
2020-03-02 00:00:00,"ARGOS LTD              MILTON KEYN,GBR",-256.95,Unclassified,Ajs optical ltd,Current account,-11316.97,0
2020-03-02 00:00:00,"WWW.CHANDA.ORG.UK      INTERNET,GBR",-60,Charity,Ajs optical ltd,Current account,-11206,0
2020-03-02 00:00:00,"WWW.CHANDA.ORG.UK      INTERNET,GBR",-1650,Charity,Ajs optical ltd,Current account,-11206,0
2020-02-29 00:00:00,MRS A KHALIL ref: FEBRUARY SALARY,-720,Salary,Ajs optical ltd,Current account,-50660.14,0
2020-02-29 00:00:00,ATIF KHALIL ref: FEBRUARY SALARY,-900,Salary,Ajs optical ltd,Current account,-50660.14,0
2020-02-28 00:00:00,ATIF KHALIL ref: DIVIDEND,-1500,Salary,Ajs optical ltd,Current account,-50660.14,0
2020-02-27 00:00:00,SPECSAVERS FINANCE ref: SPECSAVERS FINANCE ref: SPECSAVERS SEP COM,557.3,Sales,Ajs optical ltd,Current account,0,65466.8
2020-02-25 00:00:00,"Wandsworth Parking     Wandsworth,GBR",-15,Unclassified,Ajs optical ltd,Current account,-11316.97,0
2020-02-24 00:00:00,SPECSAVERS FINANCE ref: SPECSAVERS FINANCE ref: SPECSAVERS SEP COM,300,Sales,Ajs optical ltd,Current account,0,65466.8
2020-02-20 00:00:00,"STEAKOUT - 116 UPPER TOOTING ROAD, TOOTING SW17,SW17 7EN,GBR",-57.8,Food and Drink,Ajs optical ltd,Current account,-405.8,0
2020-02-19 00:00:00,SPECSAVERS FINANCE ref: SPECSAVERS FINANCE ref: SPECSAVERS SEP COM,1199,Sales,Ajs optical ltd,Current account,0,65466.8
2020-02-18 00:00:00,"Mid Sussex District    Haywards He,GBR",-6,Travel,Ajs optical ltd,Current account,-370.85,0
2020-02-17 00:00:00,GOCARDLESS ref: GOCARDLESS ref: SAGEACCOUNTI-G7HVM,-118,Sage Business Cloud Subscription,Ajs optical ltd,Current account,-4226,0
2020-02-17 00:00:00,"TfL Travel Charge      TFL.gov.uk/,GBR",-1.5,Travel,Ajs optical ltd,Current account,-370.85,0
2020-02-14 00:00:00,SPECSAVERS FINANCE ref: SPECSAVERS FINANCE ref: SPECSAVERS SEP COM,300,Sales,Ajs optical ltd,Current account,0,65466.8
2020-02-13 00:00:00,SPECSAVERS FINANCE ref: SPECSAVERS FINANCE ref: SPECSAVERS SEP COM,1206,Sales,Ajs optical ltd,Current account,0,65466.8
2020-02-12 00:00:00,"Mid Sussex District    Haywards He,GBR",-6,Travel,Ajs optical ltd,Current account,-370.85,0
2020-02-11 00:00:00,SPECSAVERS FINANCE ref: SPECSAVERS FINANCE ref: SPECSAVERS SEP COM,313,Sales,Ajs optical ltd,Current account,0,65466.8
2020-02-10 00:00:00,SPECSAVERS FINANCE ref: SPECSAVERS FINANCE ref: SPECSAVERS SEP COM,629.8,Sales,Ajs optical ltd,Current account,0,65466.8
2020-02-05 00:00:00,VODAFONE LTD ref: VODAFONE LTD ref: 686846989-1002,-78.55,Office Equipment,Ajs optical ltd,Current account,-1841.64,0
2020-02-05 00:00:00,SPECSAVERS FINANCE ref: SPECSAVERS FINANCE ref: SPECSAVERS SEP COM,300,Sales,Ajs optical ltd,Current account,0,65466.8
2020-02-04 00:00:00,"Mid Sussex District - Oaklands Road, Haywards Heat",-6,Travel,Ajs optical ltd,Current account,-370.85,0
2020-02-03 00:00:00,ASSOC OPTOMETRISTS ref: ASSOC OPTOMETRISTS ref: 0000066903,-63,Unclassified,Ajs optical ltd,Current account,-11316.97,0
2020-02-01 00:00:00,"NANDOS TOOTING         LONDON,GBR",-61.3,Food and Drink,Ajs optical ltd,Current account,-405.8,0
2020-01-31 00:00:00,SPECSAVERS FINANCE ref: SPECSAVERS FINANCE ref: SPECSAVERS SEP COM,1203.8,Sales,Ajs optical ltd,Current account,0,65466.8
2020-01-28 00:00:00,ATIF KHALIL ref: DIVIDEND,-1000,Salary,Ajs optical ltd,Current account,-50660.14,0
2020-01-28 00:00:00,"Mid Sussex District    Haywards He,GBR",-6,Travel,Ajs optical ltd,Current account,-370.85,0
2020-01-27 00:00:00,MRS A KHALIL ref: JANUARY SALARY,-720,Salary,Ajs optical ltd,Current account,-50660.14,0
2020-01-27 00:00:00,ATIF KHALIL ref: JANUARY SALARY,-922.5,Salary,Ajs optical ltd,Current account,-50660.14,0
2020-01-27 00:00:00,"NEW SOUTHERN RAILW     LDN SW12 54,GBR",-13.5,Travel,Ajs optical ltd,Current account,-370.85,0
2020-01-24 00:00:00,SPECSAVERS FINANCE ref: SPECSAVERS FINANCE ref: SPECSAVERS SEP COM,300,Sales,Ajs optical ltd,Current account,0,65466.8
2020-01-23 00:00:00,SPECSAVERS FINANCE ref: SPECSAVERS FINANCE ref: SPECSAVERS SEP COM,842.1,Sales,Ajs optical ltd,Current account,0,65466.8
2020-01-21 00:00:00,"Mid Sussex District    Haywards He,GBR",-6,Travel,Ajs optical ltd,Current account,-370.85,0
2020-01-20 00:00:00,SPECSAVERS FINANCE ref: SPECSAVERS FINANCE ref: SPECSAVERS SEP COM,318,Sales,Ajs optical ltd,Current account,0,65466.8
2020-01-16 00:00:00,SPECSAVERS FINANCE ref: SPECSAVERS FINANCE ref: SPECSAVERS SEP COM,1191.9,Sales,Ajs optical ltd,Current account,0,65466.8
2020-01-15 00:00:00,GOCARDLESS ref: GOCARDLESS ref: SAGEACCOUNTI-G7HVM,-118,Sage Business Cloud Subscription,Ajs optical ltd,Current account,-4226,0
2020-01-13 00:00:00,SPECSAVERS FINANCE ref: SPECSAVERS FINANCE ref: SPECSAVERS SEP COM,347,Sales,Ajs optical ltd,Current account,0,65466.8
2020-01-12 00:00:00,ATIF KHALIL ref: DIVIDEND,-500,Salary,Ajs optical ltd,Current account,-50660.14,0
2020-01-10 00:00:00,SPECSAVERS FINANCE ref: SPECSAVERS FINANCE ref: SPECSAVERS SEP COM,627.5,Sales,Ajs optical ltd,Current account,0,65466.8
2020-01-09 00:00:00,"UNIQLO (EUROPE) LTD    LONDON SW18,GBR",-24.9,Unclassified,Ajs optical ltd,Current account,-11316.97,0
2020-01-07 00:00:00,"Mid Sussex District    Haywards He,GBR",-6,Travel,Ajs optical ltd,Current account,-370.85,0
2020-01-07 00:00:00,SPECSAVERS FINANCE ref: SPECSAVERS FINANCE ref: SPECSAVERS SEP COM,300,Sales,Ajs optical ltd,Current account,0,65466.8
2020-01-06 00:00:00,VODAFONE LTD ref: VODAFONE LTD ref: 686846989-1002,-78.55,Office Equipment,Ajs optical ltd,Current account,-1841.64,0
2020-01-03 00:00:00,"MARKS&SPENCER PLC      MERTON,GBR",-29.6,Unclassified,Ajs optical ltd,Current account,-11316.97,0
2020-01-03 00:00:00,SPECSAVERS FINANCE ref: SPECSAVERS FINANCE ref: SPECSAVERS SEP COM,984.8,Sales,Ajs optical ltd,Current account,0,65466.8
2020-01-02 00:00:00,ASSOC OPTOMETRISTS ref: 0000066903,-63,Unclassified,Ajs optical ltd,Current account,-11316.97,0
2020-01-02 00:00:00,"NANDOS WANDSWORTH - UNIT 12 SOUTHSIDE, WANDSWORTH",-107.45,Unclassified,Ajs optical ltd,Current account,-11316.97,0
2019-12-31 00:00:00,"Mid Sussex District    Haywards He,GBR",-6,Travel,Ajs optical ltd,Current account,-370.85,0
2019-12-30 00:00:00,"3C_*Woking Borough Cou Woking,GBR",-3,Unclassified,Ajs optical ltd,Current account,-11316.97,0
2019-12-30 00:00:00,SPECSAVERS FINANCE ref: SPECSAVERS FINANCE ref: SPECSAVERS SEP COM,1273.2,Sales,Ajs optical ltd,Current account,0,65466.8
2019-12-29 00:00:00,ATIF KHALIL ref: ATIF KHALIL ref: DIVIDEND,-2000,Salary,Ajs optical ltd,Current account,-50660.14,0
2019-12-23 00:00:00,MRS A KHALIL ref: DECEMBER SALARY,-720,Salary,Ajs optical ltd,Current account,-50660.14,0
2019-12-23 00:00:00,ATIF KHALIL ref: DECEMBER SALARY,-945,Salary,Ajs optical ltd,Current account,-50660.14,0
2019-12-23 00:00:00,SPECSAVERS FINANCE ref: SPECSAVERS FINANCE ref: SPECSAVERS SEP COM,700,Sales,Ajs optical ltd,Current account,0,65466.8
2019-12-21 00:00:00,"WWW.CHANDA.ORG.UK - 181 LONDON ROAD, INTERNET",-82,Charity,Ajs optical ltd,Current account,-11206,0
2019-12-21 00:00:00,"WWW.CHANDA.ORG.UK - 181 LONDON ROAD, INTERNET",-1320,Charity,Ajs optical ltd,Current account,-11206,0
2019-12-21 00:00:00,"MARKS&SPENCER PLC - 1 MERTON HIGH STREET., MERTON",-72.6,Unclassified,Ajs optical ltd,Current account,-11316.97,0
2019-12-19 00:00:00,SPECSAVERS FINANCE ref: SPECSAVERS FINANCE ref: SPECSAVERS SEP COM,350,Sales,Ajs optical ltd,Current account,0,65466.8
2019-12-18 00:00:00,"Centre Court Car Park  London,GBR",-2.5,Unclassified,Ajs optical ltd,Current account,-11316.97,0
2019-12-16 00:00:00,"3C_*Woking Borough Cou - Victoria Way, Woking",-3,Unclassified,Ajs optical ltd,Current account,-11316.97,0
2019-12-16 00:00:00,GOCARDLESS ref: GOCARDLESS ref: SAGEACCOUNTI-G7HVM,-118,Sage Business Cloud Subscription,Ajs optical ltd,Current account,-4226,0
2019-12-16 00:00:00,SPECSAVERS FINANCE ref: SPECSAVERS FINANCE ref: SPECSAVERS SEP COM,300,Sales,Ajs optical ltd,Current account,0,65466.8
2019-12-12 00:00:00,SPECSAVERS FINANCE ref: SPECSAVERS FINANCE ref: SPECSAVERS SEP COM,921.7,Sales,Ajs optical ltd,Current account,0,65466.8
2019-12-11 00:00:00,"ASDA GEORGE COM LEEDS - ASDA HOUSE., LEEDS",-53.35,Unclassified,Ajs optical ltd,Current account,-11316.97,0
2019-12-11 00:00:00,SPECSAVERS FINANCE ref: SPECSAVERS FINANCE ref: SPECSAVERS SEP COM,325,Sales,Ajs optical ltd,Current account,0,65466.8
2019-12-10 00:00:00,"KINGFISHER LEISUREWEAR LUDLOWSHROP,GBR",-298.92,Unclassified,Ajs optical ltd,Current account,-11316.97,0
2019-12-10 00:00:00,"DAWAT TOOTING          LONDON,GBR",-51.5,Food and Drink,Ajs optical ltd,Current account,-405.8,0
2019-12-10 00:00:00,"Mid Sussex District    Haywards He,GBR",-6,Travel,Ajs optical ltd,Current account,-370.85,0
2019-12-10 00:00:00,SPECSAVERS FINANCE ref: SPECSAVERS FINANCE ref: SPECSAVERS SEP COM,352,Sales,Ajs optical ltd,Current account,0,65466.8
2019-12-09 00:00:00,"3C_*Woking Borough Cou - Victoria Way, Woking",-3,Unclassified,Ajs optical ltd,Current account,-11316.97,0
2019-12-07 00:00:00,Card refund,65.6,Refund Payment / Fee,Ajs optical ltd,Current account,0,65.6
2019-12-06 00:00:00,"IKEA LTD 144 CROYDON E CROYDON,GBR",-54,Office Equipment,Ajs optical ltd,Current account,-1841.64,0
2019-12-06 00:00:00,SPECSAVERS FINANCE ref: SPECSAVERS FINANCE ref: SPECSAVERS SEP COM,629,Sales,Ajs optical ltd,Current account,0,65466.8
2019-12-04 00:00:00,VODAFONE LTD ref: VODAFONE LTD ref: 686846989-1002,-78.72,Office Equipment,Ajs optical ltd,Current account,-1841.64,0
2019-12-04 00:00:00,SPECSAVERS FINANCE ref: SPECSAVERS FINANCE ref: SPECSAVERS SEP COM,325,Sales,Ajs optical ltd,Current account,0,65466.8
2019-12-03 00:00:00,"MONSOON/ACCZ LTD       LONDON,GBR",-194.4,Unclassified,Ajs optical ltd,Current account,-11316.97,0
2019-12-03 00:00:00,"Mid Sussex District    Haywards He,GBR",-6,Travel,Ajs optical ltd,Current account,-370.85,0
2019-11-29 00:00:00,SPECSAVERS FINANCE ref: SPECSAVERS FINANCE ref: SPECSAVERS SEP COM,973,Sales,Ajs optical ltd,Current account,0,65466.8
2019-11-28 00:00:00,SPECSAVERS FINANCE ref: SPECSAVERS FINANCE ref: SPECSAVERS SEP COM,350,Sales,Ajs optical ltd,Current account,0,65466.8
2019-11-27 00:00:00,ATIF KHALIL ref: ATIF KHALIL ref: DIVIDEND,-1300,Salary,Ajs optical ltd,Current account,-50660.14,0
2019-11-27 00:00:00,MRS A KHALIL ref: OCTOBER SALARY,-720,Salary,Ajs optical ltd,Current account,-50660.14,0
2019-11-27 00:00:00,ATIF KHALIL ref: NOVEMBER SALARY,-990,Salary,Ajs optical ltd,Current account,-50660.14,0
2019-11-26 00:00:00,"Mid Sussex District - Oaklands Road, Haywards Heat",-6,Travel,Ajs optical ltd,Current account,-370.85,0
2019-11-22 00:00:00,"PRIMARK STORES LTD     LONDON  SW1,GBR",-74.1,Unclassified,Ajs optical ltd,Current account,-11316.97,0
2019-11-21 00:00:00,SPECSAVERS FINANCE ref: SPECSAVERS FINANCE ref: SPECSAVERS SEP COM,630,Sales,Ajs optical ltd,Current account,0,65466.8
2019-11-20 00:00:00,"NCP LIMITED - MAPLETON CRESCENT, WANDSWORTH GA",-3.6,Unclassified,Ajs optical ltd,Current account,-11316.97,0
2019-11-19 00:00:00,"Mid Sussex District - Oaklands Road, Haywards Heat",-6,Travel,Ajs optical ltd,Current account,-370.85,0
2019-11-18 00:00:00,SPECSAVERS FINANCE ref: SPECSAVERS FINANCE ref: SPECSAVERS SEP COM,350,Sales,Ajs optical ltd,Current account,0,65466.8
2019-11-15 00:00:00,GOCARDLESS ref: SAGEACCOUNTI-G7HVM,-118,Sage Business Cloud Subscription,Ajs optical ltd,Current account,-4226,0
2019-11-14 00:00:00,SPECSAVERS FINANCE ref: SPECSAVERS FINANCE ref: SPECSAVERS SEP COM,630,Sales,Ajs optical ltd,Current account,0,65466.8
2019-11-12 00:00:00,"MONSOON/ACCZ LTD       WIMBLEDON 4,GBR",-25,Unclassified,Ajs optical ltd,Current account,-11316.97,0
2019-11-12 00:00:00,"Centre Court Car Park  London,GBR",-2.5,Unclassified,Ajs optical ltd,Current account,-11316.97,0
